26457940,0
26457944,0
26458047,0
26458069,0
26459068,0
26459088,0
26459092,0
26459107,0
26459161,0
26459163,0
26459165,0
26459842,0
26459871,0
26459881,0
26459980,0
26460984,0
26461836,0
26461858,0
26467047,0
26467062,0
26467172,0
26467203,0
26467221,0
26467240,0
26467256,0
26467281,0
26469371,0
26469387,0
26469836,0
26470323,0
26470338,0
26470601,0
26471052,0
26473291,0
26473297,0
26474956,0
26475066,0
26475088,0
26475119,0
26475133,0
26489015,0
26489954,0
26489958,0
26489959,0
26490150,0
26490317,0
26490332,0
26490334,0
26490335,0
26490341,0
26490346,0
26490482,0
26491040,0
26491047,0
26491104,0
26491464,0
26491481,0
26491491,0
26491502,0
26491515,0
26491525,0
26491535,0
26491556,0
26491567,0
26491575,0
26491604,0
26491620,0
26491632,0
26491641,0
26491812,0
26491880,0
26492058,0
26492138,0
26492145,0
26492163,0
26492351,0
26492355,0
26492366,0
26492374,0
26492387,0
26492740,0
26493204,0
26493897,0
26493898,0
26493902,0
26502590,0
26503368,0
26503816,0
26514474,0
26514493,0
26536578,0
26536579,0
26536887,0
26536901,0
26539744,0
26541087,0
26541088,0
26541089,0
26541091,0
26541092,0
26541100,0
26542820,0
26543771,0
26548918,0
26551521,0
26551529,0
26552873,0
26552889,0
26554850,0
26554963,0
26555117,0
26555968,0
26555973,0
26555975,0
26562612,0
26562695,0
26562803,0
26562947,0
26565976,0
26566811,0
26566816,0
26566821,0
26566824,0
26566831,0
26569860,0
26570066,0
26570560,0
26570571,0
26570573,0
26570574,0
26570589,0
26570596,0
26570600,0
26573634,0
26577218,0
26577230,0
26577297,0
26577712,0
26577730,0
26578029,0
26578074,0
26578209,0
26578252,0
26578324,0
26578692,0
26580132,0
26581343,0
26583335,0
26583345,0
26593448,0
26593454,0
26593456,0
26593975,0
26601185,0
26601397,0
26601617,0
26603332,0
26603386,0
26603389,0
26604276,0
26636532,0
26642516,0
26642527,0
26693323,0
26693325,0
26784467,0
26784484,0
26784491,0
26817093,0
26817099,0
26817129,0
26817179,0
26817188,0
26817203,0
26817228,0
26817240,0
26817282,0
26817301,0
26817384,0
26817397,0
26817413,0
26817434,0
26817454,0
26817510,0
26817537,0
26817552,0
26817569,0
26817595,0
26817654,0
26817694,0
26817714,0
26817743,0
26817760,0
26817796,0
26817826,0
26817832,0
26817865,0
26817900,0
26818064,0
26818068,0
26818071,0
26818074,0
26854843,0
26875357,0
26897187,0
26897704,0
26898170,0
27001247,0
27001637,0
27089322,0
27216853,0
27216854,0
27216856,0
27216860,0
27216876,0
27229758,0
27279036,0
27502614,0
27842467,0
27845009,0
27874034,0
28166853,0
28166854,0
29649898,0
29649909,0
29650253,0
29650273,0
29650339,0
29650488,0
29707181,0
29707185,0
29707186,0
29707187,0
29872616,0
30564072,0
30580787,0
30580829,0
30580901,0
30580960,0
30580961,0
31764920,0
31764922,0
31764923,0
31764925,0
31764926,0
31764939,0
31764943,0
32271866,0
33161487,0
33161490,0
33162457,0
33298592,0
33298631,0
37119600,0
38959778,0
39266936,0
45895090,0
49971794,0
55491652,0
55491654,0
55491660,0
55491661,0
55491662,0
55491665,0
55491666,0
55491672,0
55491673,0
55491677,0
55790100,0
56490845,0
56492167,0
56492196,0
56492201,0
56492208,0
56492235,0
56492246,0
56492267,0
56492286,0
56492306,0
56492334,0
56492688,0
56492715,0
56492718,0
56492719,0
56492735,0
56492737,0
56492740,0
56492744,0
56492747,0
56492750,0
56492753,0
56492760,0
56492761,0
56493120,0
56493123,0
56493216,0
56493248,0
56493251,0
56493266,0
56493279,0
56493351,0
56493358,0
56493365,0
56493371,0
56498198,0
56498353,0
56506082,0
56506296,0
56506301,0
56506445,0
56506456,0
56506809,0
56506826,0
56513879,0
56513931,0
56513971,0
56523225,0
56523881,0
